,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
4539,2019,971,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"150,000-199,999","> $100,000 ($USD)"
4540,2019,334,35-39,Female,-1,,,,,,,,,-1,"5,000-7,499",$100-$999
4541,2019,67244,25-29,Male,-1,,,,,,,,,-1,"1,000-1,999",$100-$999
4542,2019,378,25-29,Male,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999",$100-$999
4543,2019,853,55-59,Male,-1,,,,,,,,,-1,"7,500-9,999","$1000-$9,999"
4544,2019,295,22-24,Male,-1,,,,,,,,,-1,,
4545,2019,681,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"70,000-79,999","$10,000-$99,999"
4546,2019,405,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"80,000-89,999","$10,000-$99,999"
4547,2019,2216,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999",$0 (USD)
4548,2019,2367,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999",$1-$99
4549,2019,540,55-59,Male,-1,,,,,,,,,-1,"60,000-69,999",$100-$999
4550,2019,329,18-21,Male,-1,,,,,,,,,-1,,
4551,2019,190,22-24,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"20,000-24,999","$1000-$9,999"
4552,2019,1154,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999","> $100,000 ($USD)"
4553,2019,12315,35-39,Prefer not to say,-1,,,,,,,,,-1,,
4554,2019,363,30-34,Male,-1,,,,,,,,,-1,"15,000-19,999",$0 (USD)
4555,2019,472,35-39,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"125,000-149,999","$1000-$9,999"
4556,2019,1151,25-29,Male,-1,,,,,,,,,-1,"25,000-29,999","$10,000-$99,999"
4557,2019,806,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"150,000-199,999","> $100,000 ($USD)"
4558,2019,3211,25-29,Female,-1,,,,,,,,,-1,$0-999,$100-$999
4559,2019,329,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"100,000-124,999",$0 (USD)
4560,2019,478,50-54,Male,-1,,,,,,,,,-1,"20,000-24,999",$0 (USD)
4561,2019,618,22-24,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,$0-999,$1-$99
4562,2019,377,30-34,Male,-1,,,,,,,,,-1,,
4563,2019,1397,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,Experimentation and iteration to improve existing ML models,,,,-1,"10,000-14,999",$0 (USD)
4564,2019,1150,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999","$1000-$9,999"
4565,2019,874,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"50,000-59,999","$10,000-$99,999"
4566,2019,515,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"70,000-79,999",$100-$999
4567,2019,25497,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"60,000-69,999","$1000-$9,999"
4568,2019,559,18-21,Male,-1,,,,,,,,,-1,,
4569,2019,252,30-34,Male,-1,,,,,,,,,-1,"30,000-39,999",$0 (USD)
4570,2019,328,35-39,Male,-1,,,,,,,,,-1,"15,000-19,999",$0 (USD)
4571,2019,591,25-29,Female,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
4572,2019,377,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"3,000-3,999","$10,000-$99,999"
4573,2019,420,45-49,Male,-1,,,,,,,,,-1,"40,000-49,999",$0 (USD)
4574,2019,684,40-44,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4575,2019,1635,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,$0-999,$100-$999
4576,2019,483,18-21,Male,-1,,,,,,,,,-1,,
4577,2019,1011,40-44,Female,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"60,000-69,999","$1000-$9,999"
4578,2019,636,22-24,Male,-1,,,,,,,,,-1,,
4579,2019,466,25-29,Male,-1,,,,,,,,,-1,"25,000-29,999",$0 (USD)
4580,2019,67620,35-39,Male,-1,,,,,,,,,-1,,
4581,2019,907,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"40,000-49,999",$0 (USD)
4582,2019,1117,30-34,Male,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,$0-999,$0 (USD)
4583,2019,2246,25-29,Male,-1,,,,,,,,,-1,,
4584,2019,5853,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"20,000-24,999","$1000-$9,999"
4585,2019,58997,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999","$1000-$9,999"
4586,2019,13715,22-24,Male,-1,,,,,,,,,-1,,
4587,2019,363,25-29,Male,-1,,,,,,,,,-1,,
4588,2019,297,35-39,Female,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999","$1000-$9,999"
4589,2019,416,18-21,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"1,000-1,999",$100-$999
4590,2019,473,22-24,Female,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,$0-999,$1-$99
4591,2019,340,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"300,000-500,000","$1000-$9,999"
4592,2019,375,22-24,Male,-1,,,,,,,,,-1,,
4593,2019,905,22-24,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4594,2019,298,18-21,Male,-1,,,,,,,,,-1,,
4595,2019,8098,25-29,Female,-1,,,,,,,,,-1,"30,000-39,999","$1000-$9,999"
4596,2019,585,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"40,000-49,999","$10,000-$99,999"
4597,2019,728,22-24,Female,-1,,,,,,,,,-1,,
4598,2019,633,22-24,Male,-1,,,,,,,,,-1,,
4599,2019,38435,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"25,000-29,999","$1000-$9,999"
4600,2019,443,40-44,Male,-1,,,,,,,,,-1,"15,000-19,999",$100-$999
4601,2019,679,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"2,000-2,999",$100-$999
4602,2019,469,40-44,Male,-1,,,,,,,,,-1,,
4603,2019,495,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"70,000-79,999","> $100,000 ($USD)"
4604,2019,630,30-34,Male,-1,,,,,,,,,-1,"20,000-24,999",$0 (USD)
4605,2019,384,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"2,000-2,999",$0 (USD)
4606,2019,603,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,$0-999,$100-$999
